yumuşatır	yumuşa+Verb^DB+Verb+Caus+Pos+Aor+A3sg
davranmam	davran+Verb+Neg+Aor+A1sg
doğarsa	doğ+Verb+Pos+Aor+Cond+A3sg
çıkamam	çık+Verb^DB+Verb+Able+Neg+Aor+A1sg
oluşturmaz	oluş+Verb^DB+Verb+Caus+Neg+Aor+A3sg
kapılabilir	kap+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
gezdiremez	gez+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
bakabilirler	bak+Verb+Pos^DB+Verb+Able+Aor+A3pl
bulamazlarsa	bul+Verb^DB+Verb+Able+Neg+Aor+A3pl+Cond
inanırlar	inan+Verb+Pos+Aor+A3pl
sokar	sok+Verb+Pos+Aor+A3sg
ölçemeyiz	ölç+Verb^DB+Verb+Able+Neg+Aor+A1pl
seçebilirler	seç+Verb+Pos^DB+Verb+Able+Aor+A3pl
düşünürüm	düşün+Verb+Pos+Aor+A1sg
inanamaz	inan+Verb^DB+Verb+Able+Neg+Aor+A3sg
ölebilir	öl+Verb+Pos^DB+Verb+Able+Aor+A3sg
düşünürler	düşün+Verb+Pos+Aor+A3pl
sanırlar	san+Verb+Pos+Aor+A3pl
tekleyiverir	tekle+Verb+Pos^DB+Verb+Hastily+Aor+A3sg
uyar	uy+Verb+Pos+Aor+A3sg
götürmez	götür+Verb+Neg+Aor+A3sg
hayıflanırız	hayıf+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Pos+Aor+A1pl
ağrır	ağrı+Verb+Pos+Aor+A3sg
sızlanırız	sızla+Verb^DB+Verb+Pass+Pos+Aor+A1pl
seyreder	seyret+Verb+Pos+Aor+A3sg
boşanmayız	boşa+Verb^DB+Verb+Pass+Neg+Aor+A1pl
biçemem	biç+Verb^DB+Verb+Able+Neg+Aor+A1sg
yaşatırım	yaşa+Verb^DB+Verb+Caus+Pos+Aor+A1sg
yaparcasına	yap+Verb+Pos+Aor+A3sg^DB+Adverb+AsIf
hissettirebilir	hisset+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
öldürürüm	öl+Verb^DB+Verb+Caus+Pos+Aor+A1sg
işlenebilir	işle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
çalışabilirler	çalış+Verb+Pos^DB+Verb+Able+Aor+A3pl
koruyamazsa	koru+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
deneriz	dene+Verb+Pos+Aor+A1pl
bulunamazsınız	bul+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A2pl
bozabilir	boz+Verb+Pos^DB+Verb+Able+Aor+A3sg
tutamaz	tut+Verb^DB+Verb+Able+Neg+Aor+A3sg
basarsınız	bas+Verb+Pos+Aor+A2pl
gidersiniz	git+Verb+Pos+Aor+A2pl
kıpırdayamaz	kıpırda+Verb^DB+Verb+Able+Neg+Aor+A3sg
tanınmaz	tanı+Verb^DB+Verb+Pass+Neg+Aor+A3sg
bulundurabilirsiniz	bulun+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
yerleşilir	yerleş+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yerleştirebilir	yerleş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
yanıtlanır	yanıtla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
açıklanabilir	açıkla+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
dönüşürler	dönüş+Verb+Pos+Aor+A3pl
paylaşamaz	paylaş+Verb^DB+Verb+Able+Neg+Aor+A3sg
oluşturulabilirse	oluş+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+Cond+A3sg
yetiştirebiliriz	yetiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A1pl
karşılaşabiliriz	karşılaş+Verb+Pos^DB+Verb+Able+Aor+A1pl
canlandırılır	can+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
satamaz	sat+Verb^DB+Verb+Able+Neg+Aor+A3sg
düşünülemez	düşün+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
yaratmaz	yarat+Verb+Neg+Aor+A3sg
sevindirebilirsiniz	sevin+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
şaşırtabilir	şaşır+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A3sg
kayar	kay+Verb+Pos+Aor+A3sg
sınırlandırılamaz	sınır+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
kalkışırsanız	kalkış+Verb+Pos+Aor+Cond+A2pl
güvenemezler	güven+Verb^DB+Verb+Able+Neg+Aor+A3pl
aymaz	ay+Verb+Neg+Aor+A3sg
ulaşılabilir	ulaş+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
kolaylaşır	kolay+Adj^DB+Verb+Become+Pos+Aor+A3sg
dinlemez	dinle+Verb+Neg+Aor+A3sg
dönersiniz	dön+Verb+Pos+Aor+A2pl
gidersek	git+Verb+Pos+Aor+Cond+A1pl
getirebiliriz	getir+Verb+Pos^DB+Verb+Able+Aor+A1pl
başlarlar	başla+Verb+Pos+Aor+A3pl
denmez	de+Verb^DB+Verb+Pass+Neg+Aor+A3sg
tamamlanır	tamamla+Verb^DB+Verb+Pass+Pos+Aor+A3sg
yakarsa	yak+Verb+Pos+Aor+Cond+A3sg
olamayabilir	ol+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
bildiririz	bil+Verb^DB+Verb+Caus+Pos+Aor+A1pl
ödenebilir	öde+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+A3sg
asabilir	as+Verb+Pos^DB+Verb+Able+Aor+A3sg
serper	serp+Verb+Pos+Aor+A3sg
katabilirsiniz	kat+Verb+Pos^DB+Verb+Able+Aor+A2pl
sürülür	sür+Verb^DB+Verb+Pass+Pos+Aor+A3sg
bekletilir	bekle+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos+Aor+A3sg
tüketilir	tüket+Verb^DB+Verb+Pass+Pos+Aor+A3sg
serpiştirebilirsiniz	serpiş+Verb^DB+Verb+Caus+Pos^DB+Verb+Able+Aor+A2pl
kaynar	kayna+Verb+Pos+Aor+A3sg
dinleyebilirsiniz	dinle+Verb+Pos^DB+Verb+Able+Aor+A2pl
önlenebilirse	önle+Verb^DB+Verb+Pass+Pos^DB+Verb+Able+Aor+Cond+A3sg
pazarlanırlar	pazarla+Verb^DB+Verb+Pass+Pos+Aor+A3pl
hatırlarız	hatırla+Verb+Pos+Aor+A1pl
