hesabına	hesap+Noun+A3sg+P3sg+Dat
yaşayanlardan	yaşa+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Abl
bakışlarıyla	bak+Verb+Pos^DB+Noun+Inf3+A3sg+P3pl+Ins
arkadaşlarından	arkadaş+Noun+A3pl+P3pl+Abl
dövme	döv+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
girişimi	girişim+Noun+A3sg+P3sg+Nom
saldırıyı	saldırı+Noun+A3sg+Pnon+Acc
kıllarla	kıl+Noun+A3pl+Pnon+Ins
bakışa	bak+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Dat
gücün	güç+Noun+A3sg+Pnon+Gen
okun	ok+Noun+A3sg+Pnon+Gen
rakiplerini	rakip+Noun+A3pl+P3sg+Acc
ölmek	öl+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
amirlerini	amir+Noun+A3pl+P3sg+Acc
karısını	karı+Noun+A3sg+P3sg+Acc
kelimeyi	kelime+Noun+A3sg+Pnon+Acc
pantolonum	pantolon+Noun+A3sg+P1sg+Nom
saçlarından	saç+Noun+A3pl+P3sg+Abl
ezici	ez+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
kazandığını	kazan+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
içkiye	içki+Noun+A3sg+Pnon+Dat
yumruğunu	yumruk+Noun+A3sg+P3sg+Acc
bileceğin	bil+Verb+Pos^DB+Noun+FutPart+A3sg+P2sg+Nom
ölünceye	öl+Verb+Pos^DB+Adverb+When^DB+Noun+Zero+A3sg+Pnon+Dat
kapısına	kapı+Noun+A3sg+P3sg+Dat
meyhaneye	meyhane+Noun+A3sg+Pnon+Dat
adamları	adam+Noun+A3pl+P3sg+Nom
kuyruğu	kuyruk+Noun+A3sg+P3sg+Nom
sahibinin	sahip+Noun+A3sg+P3sg+Gen
tabağından	tabak+Noun+A3sg+P3sg+Abl
örtüsünü	örtü+Noun+A3sg+P3sg+Acc
vaktinde	vakit+Noun+A3sg+P3sg+Loc
tabakları	tabak+Noun+A3pl+P3sg+Nom
şişesi	şiş+Verb+Pos^DB+Noun+FeelLike+A3sg+Pnon+Nom
bıyıklarının	bıyık+Noun+A3pl+P3sg+Gen
sakallarının	sakal+Noun+A3pl+P3sg+Gen
kıllarını	kıl+Noun+A3pl+P3sg+Acc
ezgisi	ezgi+Noun+A3sg+P3sg+Nom
kurtların	kurt+Noun+A3pl+Pnon+Gen
kanepenin	kanepe+Noun+A3sg+Pnon+Gen
çalınıncaya	çal+Verb^DB+Verb+Pass+Pos^DB+Adverb+When^DB+Noun+Zero+A3sg+Pnon+Dat
sonrasında	sonra+Postp+PCAbl^DB+Noun+Zero+A3sg+P3sg+Loc
kapısını	kapı+Noun+A3sg+P3sg+Acc
karısına	karı+Noun+A3sg+P3sg+Dat
hastanın	hasta+Noun+A3sg+Pnon+Gen
yumruğu	yumruk+Noun+A3sg+P3sg+Nom
belanı	bela+Noun+A3sg+P2sg+Acc
işcileri	işçi+Noun+A3pl+P3pl+Nom
oğlu	oğul+Noun+A3sg+Pnon+Acc
takımından	takım+Noun+A3sg+P3sg+Abl
adamlarından	adam+Noun+A3pl+P3sg+Abl
kaçı	kaç+Adj^DB+Noun+Zero+A3sg+P3sg+Nom
cenazeye	cenaze+Noun+A3sg+Pnon+Dat
öldüğüne	öl+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Dat
indirildikten	in+Verb^DB+Verb+Caus^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
toprağın	toprak+Noun+A3sg+Pnon+Gen
kolu	kol+Noun+A3sg+P3sg+Nom
anasının	ana+Noun+A3sg+P3sg+Gen
okşayıcı	okşa+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
piposunu	pipo+Noun+A3sg+P3sg+Acc
vücuduna	vücut+Noun+A3sg+P3sg+Dat
vicdanına	vicdan+Noun+A3sg+P3sg+Dat
okşayışları	okşa+Verb+Pos^DB+Noun+Inf3+A3pl+P3pl+Nom
ağlamak	ağla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
arzuyu	arzu+Noun+A3sg+Pnon+Acc
göstermeye	göster+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
terler	ter+Noun+A3pl+Pnon+Nom
yatağına	yatak+Noun+A3sg+P3sg+Dat
alnına	alın+Noun+A3sg+P3sg+Dat
ayaklarının	ayak+Noun+A3pl+P3sg+Gen
düşüncelerini	düşünce+Noun+A3pl+P3sg+Acc
zamanın	zaman+Noun+A3sg+Pnon+Gen
içkiyle	içki+Noun+A3sg+Pnon+Ins
ahla	ah+Noun+A3sg+Pnon+Ins
meyhaneden	meyhane+Noun+A3sg+Pnon+Abl
eğlenceleri	eğlence+Noun+A3pl+P3pl+Nom
içmene	içme+Noun+A3sg+P2sg+Dat
annene	anne+Noun+A3sg+P2sg+Dat
beli	bel+Noun+A3sg+P3sg+Nom
çalışma	çalış+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
yolunun	yol+Noun+A3sg+P3sg+Gen
çarpmaktan	çarp+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
eğilişle	eğ+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf3+A3sg+Pnon+Ins
kadınları	kadın+Noun+A3pl+Pnon+Acc
izi	iz+Noun+A3sg+P3sg+Nom
kaşını	kaş+Noun+A3sg+P3sg+Acc
kulağı	kulak+Noun+A3sg+P3sg+Nom
kulağından	kulak+Noun+A3sg+P3sg+Abl
teller	tel+Noun+A3pl+Pnon+Nom
varlığında	varlık+Noun+A3sg+P3sg+Loc
bırakmışlık	bırak+Verb+Pos^DB+Adj+NarrPart^DB+Noun+Ness+A3sg+Pnon+Nom
yanaklarından	yanak+Noun+A3pl+P3sg+Abl
getirdiğinde	getir+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
soluğunu	soluk+Noun+A3sg+P3sg+Acc
kabı	kap+Noun+A3sg+P3sg+Nom
parçaları	parça+Noun+A3pl+Pnon+Acc
duvarda	duvar+Noun+A3sg+Pnon+Loc
resimlerin	resim+Noun+A3pl+Pnon+Gen
duaya	dua+Noun+A3sg+Pnon+Dat
kurtarmaya	kurtar+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
iniltileri	inilti+Noun+A3pl+P3sg+Nom
yaşayış	yaşa+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
eskiye	eski+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
yaşayıştan	yaşa+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Abl
farkı	fark+Noun+A3sg+P3sg+Nom
caddenin	cadde+Noun+A3sg+Pnon+Gen
ucunda	uç+Noun+A3sg+P3sg+Loc
inişle	in+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Ins
batağa	batak+Noun+A3sg+Pnon+Dat
bayırın	bayır+Noun+A3sg+Pnon+Gen
üçte	üç+Num+Card^DB+Noun+Zero+A3sg+Pnon+Loc
kısmını	kısım+Noun+A3sg+P3sg+Acc
mutfaktan	mutfak+Noun+A3sg+Pnon+Abl
karyolası	karyola+Noun+A3sg+P3sg+Nom
çamaşırların	çamaşır+Noun+A3pl+Pnon+Gen
resimlerinden	resim+Noun+A3pl+P3sg+Abl
eşyası	eşya+Noun+A3sg+P3sg+Nom
bağı	bağ+Noun+A3sg+P3sg+Nom
gençlere	genç+Noun+A3pl+Pnon+Dat
eğlencelerine	eğlence+Noun+A3pl+P3sg+Dat
oyunlar	oyun+Noun+A3pl+Pnon+Nom
istekle	istek+Noun+A3sg+Pnon+Ins
yaşamaktan	yaşa+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
tuttuğu	tut+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
çevresinden	çevre+Noun+A3sg+P3sg+Abl
uzaklaşmaya	uzak+Adj^DB+Verb+Become+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
katılmayı	kat+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
yüzün	yüz+Noun+A3sg+Pnon+Gen
dudakların	dudak+Noun+A3pl+Pnon+Gen
ciddiyetle	ciddiyet+Noun+A3sg+Pnon+Ins
öfkenin	öfke+Noun+A3sg+Pnon+Gen
aldığına	al+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Dat
ziyarete	ziyaret+Noun+A3sg+Pnon+Dat
sonraları	sonra+Postp+PCAbl^DB+Noun+Zero+A3pl+P3sg+Nom
bulamadıkları	bula+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
davranmadığını	davran+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
yaşayışın	yaşa+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Gen
selinden	sel+Noun+A3sg+P3sg+Abl
yabancılaştığını	yabancı+Adj^DB+Verb+Become+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
edildikten	et+Verb^DB+Verb+Pass+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
yemeğini	yemek+Noun+A3sg+P3sg+Acc
indiğini	in+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
şehirden	şehir+Noun+A3sg+Pnon+Abl
anlamını	anlam+Noun+A3sg+P3sg+Acc
elbiselerinin	elbise+Noun+A3pl+P3sg+Gen
odasını	oda+Noun+A3sg+P3sg+Acc
pazarları	pazar+Noun+A3pl+P3pl+Nom
karyolasını	karyola+Noun+A3sg+P3sg+Acc
işinde	iş+Noun+A3sg+P3sg+Loc
azaltmaya	azal+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
çizgilerinden	çizgi+Noun+A3pl+P3sg+Abl
öldükten	öl+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
tablolar	tablo+Noun+A3pl+Pnon+Nom
duvarları	duvar+Noun+A3pl+P3sg+Nom
doldurmaya	dol+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
rafın	raf+Noun+A3sg+Pnon+Gen
kitaplar	kitap+Noun+A3pl+Pnon+Nom
konuştuğu	konuş+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
sabahları	sabah+Noun+A3pl+P3sg+Nom
sözlerde	söz+Noun+A3pl+Pnon+Loc
endişesi	endişe+Noun+A3sg+P3sg+Nom
doğuşundan	doğ+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Abl
tahminlerde	tahmin+Noun+A3pl+Pnon+Loc
bulunmaya	bul+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
gereğinden	gerek+Noun+A3sg+P3sg+Abl
tahminlerini	tahmin+Noun+A3pl+P3sg+Acc
kutba	kutup+Noun+A3sg+Pnon+Dat
delikanlıyı	delikanlı+Noun+A3sg+Pnon+Acc
sevmesi	sev+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
düşünceler	düşünce+Noun+A3pl+Pnon+Nom
üzüntüler	üzüntü+Noun+A3pl+Pnon+Nom
yıla	yıl+Noun+A3sg+Pnon+Dat
perdelerini	perde+Noun+A3pl+P3sg+Acc
kirpiklerini	kirpik+Noun+A3pl+P3pl+Acc
endişelerinin	endişe+Noun+A3pl+P3sg+Gen
kaynağını	kaynak+Noun+A3sg+P3sg+Acc
öğrenmeye	öğren+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
anlamak	anla+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
kitapların	kitap+Noun+A3pl+Pnon+Gen
okunmasını	oku+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Acc
atılacakları	at+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3pl+Nom
gerçeklerden	gerçek+Noun+A3pl+Pnon+Abl
ülkede	ülke+Noun+A3sg+Pnon+Loc
nefesi	nefes+Noun+A3sg+P3sg+Nom
yabancılığın	yabancı+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Gen
bıyıklarını	bıyık+Noun+A3pl+P3pl+Acc
yüreğine	yürek+Noun+A3sg+P3sg+Dat
süzdükten	süz+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
sesinde	ses+Noun+A3sg+P3sg+Loc
haksızlığa	hak+Noun+A3sg+Pnon+Nom^DB+Adj+Without^DB+Noun+Ness+A3sg+Pnon+Dat
gördüklerini	gör+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
düşünmeden	düşün+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
isyanı	isyan+Noun+A3sg+P3sg+Nom
dışa	dış+Noun+A3sg+Pnon+Dat
yansıtmadıkları	yansı+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
kararlılıkla	karar+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+Pnon+Ins
endişeleri	endişe+Noun+A3pl+P3pl+Nom
acıların	acı+Noun+A3pl+Pnon+Gen
sözcüğü	sözcük+Noun+A3sg+P3sg+Nom
üzüntüleri	üzüntü+Noun+A3pl+Pnon+Acc
unutmak	unut+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
dövdüğünü	döv+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
girdiği	gir+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
binadan	bina+Noun+A3sg+Pnon+Abl
göğsünü	göğüs+Noun+A3sg+P3sg+Acc
gerçeklerini	gerçek+Noun+A3pl+P3sg+Acc
yürekliliğiyle	yürek+Noun+A3sg+Pnon+Nom^DB+Adj+With^DB+Noun+Ness+A3sg+P3sg+Ins
önemine	önem+Noun+A3sg+P3sg+Dat
öğrendiği	öğren+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
doğrularını	doğru+Noun+A3pl+P3sg+Acc
sözcükleri	sözcük+Noun+A3pl+Pnon+Acc
perdesi	perde+Noun+A3sg+P3sg+Nom
ömründe	ömür+Noun+A3sg+P3sg+Loc
yüreğini	yürek+Noun+A3sg+P3sg+Acc
yaşayışından	yaşa+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Abl
alınmanın	al+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Gen
hazzını	haz+Noun+A3sg+P3sg+Acc
söylemediği	söyle+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
beyninin	beyin+Noun+A3sg+P3sg+Gen
derinliklerine	derin+Adj^DB+Noun+Ness+A3pl+P3pl+Dat
gençliğin	genç+Adj^DB+Noun+Ness+A3sg+Pnon+Gen
arzuları	arzu+Noun+A3pl+P3sg+Nom
herşeyden	herşey+Noun+A3sg+Pnon+Abl
yakınmaktan	yakın+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Abl
üzücü	üz+Verb+Pos^DB+Noun+Agt+A3sg+Pnon+Nom
övünçle	övünç+Noun+A3sg+Pnon+Ins
yaşayışına	yaşa+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Dat
güvenle	güven+Noun+A3sg+Pnon+Ins
göğsünde	göğüs+Noun+A3sg+P3sg+Loc
tufanının	tufan+Noun+A3sg+P3sg+Gen
okşayışını	okşa+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Acc
başkalarına	başka+Adj^DB+Noun+Zero+A3pl+P3pl+Dat
öğretmek	öğret+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
ağırbaşlılığı	ağırbaşlı+Adj^DB+Noun+Ness+A3sg+Pnon+Acc
parıltısı	parıltı+Noun+A3sg+P3sg+Nom
duygularla	duygu+Noun+A3pl+Pnon+Ins
çizgilerinde	çizgi+Noun+A3pl+P3sg+Loc
yaşları	yaş+Noun+A3pl+P3pl+Nom
dudaklarında	dudak+Noun+A3pl+P3sg+Loc
gülümseyiş	gülümse+Verb+Pos^DB+Noun+Inf3+A3sg+Pnon+Nom
duygunun	duygu+Noun+A3sg+Pnon+Gen
acılarını	acı+Noun+A3pl+P3sg+Acc
olmayı	ol+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Acc
evlada	evlat+Noun+A3sg+Pnon+Dat
olma	ol+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
övüncünü	övünç+Noun+A3sg+P3sg+Acc
savaşında	savaş+Noun+A3sg+P3sg+Loc
ezerler	ez+Verb+Pos^DB+Adj+AorPart^DB+Noun+Zero+A3pl+Pnon+Nom
tavırlarıyla	tavır+Noun+A3pl+P3sg+Ins
haykırışının	haykır+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Gen
kesilmesinden	kes+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+P3sg+Abl
gülümseyişi	gülümse+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom
anlatabildiğini	anla+Verb^DB+Verb+Caus+Pos^DB+Verb+Able^DB+Noun+PastPart+A3sg+P3sg+Acc
doğrularına	doğru+Noun+A3pl+P3sg+Dat
kızgınlığı	kızgın+Adj^DB+Noun+Ness+A3sg+P3sg+Nom
korkular	korku+Noun+A3pl+Pnon+Nom
halkın	halk+Noun+A3sg+Pnon+Gen
mutluluğunu	mutlu+Adj^DB+Noun+Ness+A3sg+P3sg+Acc
uğurda	uğur+Noun+A3sg+Pnon+Loc
özgürlük	özgür+Adj^DB+Noun+Ness+A3sg+Pnon+Nom
sürgünlere	sürgün+Noun+A3pl+Pnon+Dat
zavallılardan	zavallı+Adj^DB+Noun+Zero+A3pl+Pnon+Abl
övgülerini	övgü+Noun+A3pl+P3sg+Acc
dinlemeye	dinle+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
kırmak	kır+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
gelmeye	gel+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
avuçlarının	avuç+Noun+A3pl+P3sg+Gen
ruhuyla	ruh+Noun+A3sg+P3sg+Ins
sıkma	sık+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
kadını	kadın+Noun+A3sg+Pnon+Acc
korkutmak	kork+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yardımcın	yardımcı+Noun+A3sg+P2sg+Nom
yaşa	yaş+Noun+A3sg+Pnon+Dat
güvenme	güven+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
hırslarının	hırs+Noun+A3pl+P3sg+Gen
kıskançlıklarının	kıskanç+Adj^DB+Noun+Ness+A3pl+P3sg+Gen
suçladığını	suçla+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
çalıştığını	çalış+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
odasının	oda+Noun+A3sg+P3sg+Gen
eşiğinde	eşik+Noun+A3sg+P3sg+Loc
oğullarına	oğul+Noun+A3pl+P3sg+Dat
kuşa	kuş+Noun+A3sg+Pnon+Dat
ailesi	aile+Noun+A3sg+P3sg+Nom
rahibin	rahip+Noun+A3sg+Pnon+Gen
okuluna	okul+Noun+A3sg+P3sg+Dat
yıllarının	yıl+Noun+A3pl+P3sg+Gen
borçları	borç+Noun+A3pl+Pnon+Acc
hapisten	hapis+Noun+A3sg+Pnon+Abl
okula	okul+Noun+A3sg+Pnon+Dat
başlaması	başla+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
eğitiminin	eğitim+Noun+A3sg+P3sg+Gen
adımı	adım+Noun+A3sg+Pnon+Acc
evlendikten	evlen+Verb+Pos^DB+Noun+PastPart+A3sg+Pnon+Abl
yazarlıkta	yazar+Noun+A3sg+Pnon+Nom^DB+Noun+Ness+A3sg+Pnon+Loc
yıldızı	yıldız+Noun+A3sg+P3sg+Nom
çalışmalar	çalış+Verb+Pos^DB+Noun+Inf2+A3pl+Pnon+Nom
eşiyle	eş+Noun+A3sg+P3sg+Ins
çalışması	çalış+Verb+Pos^DB+Noun+Inf2+A3sg+P3sg+Nom
yazarının	yazar+Noun+A3sg+P3sg+Gen
ismim	isim+Noun+A3sg+P1sg+Nom
ikisini	iki+Num+Card^DB+Noun+Zero+A3sg+P3sg+Acc
aklımla	akıl+Noun+A3sg+P1sg+Ins
isminden	isim+Noun+A3sg+P3sg+Abl
çağırılmaya	çağır+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
babamın	baba+Noun+A3sg+P1sg+Gen
taşından	taş+Noun+A3sg+P3sg+Abl
ablamdan	abla+Noun+A3sg+P1sg+Abl
demircinin	demirci+Noun+A3sg+Pnon+Gen
babamı	baba+Noun+A3sg+P1sg+Acc
görmediğimden	gör+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Abl
görünüşlerinin	görün+Verb+Pos^DB+Noun+Inf3+A3pl+P3sg+Gen
taşının	taş+Noun+A3sg+P3sg+Gen
yazısının	yazı+Noun+A3sg+P3sg+Gen
karakterinden	karakter+Noun+A3sg+P3sg+Abl
köşelerden	köşe+Noun+A3pl+Pnon+Abl
annemin	anne+Noun+A3sg+P1sg+Gen
mezarlarının	mezar+Noun+A3pl+P3sg+Gen
taşa	taş+Noun+A3sg+Pnon+Dat
mücadelesinden	mücadele+Noun+A3sg+P3sg+Abl
kardeşimin	kardeş+Noun+A3sg+P1sg+Gen
geldiklerini	gel+Verb+Pos^DB+Noun+PastPart+A3sg+P3pl+Acc
istiflerini	istif+Noun+A3pl+P3sg+Acc
bozmadan	boz+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Abl
duruşu	dur+Verb+Pos^DB+Noun+Inf3+A3sg+P3sg+Nom
koruduklarını	koru+Verb+Pos^DB+Noun+PastPart+A3pl+P3pl+Acc
kıyısında	kıyı+Noun+A3sg+P3sg+Loc
içeride	içeri+Noun+A3sg+Pnon+Loc
izlenimimi	izlenim+Noun+A3sg+P1sg+Acc
otlarıyla	ot+Noun+A3pl+P3sg+Ins
köyün	köy+Noun+A3sg+Pnon+Gen
yukarıdakinin	yukarı+Noun+A3sg+Pnon+Loc^DB+Adj+Rel^DB+Noun+Zero+A3sg+Pnon+Gen
geçenlerin	geç+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
bebekleri	bebek+Noun+A3pl+P3sg+Nom
kilisenin	kilise+Noun+A3sg+Pnon+Gen
sürülerin	sürü+Noun+A3pl+Pnon+Gen
kanallar	kanal+Noun+A3pl+Pnon+Nom
kapılarla	kapı+Noun+A3pl+Pnon+Ins
mezarların	mezar+Noun+A3pl+Pnon+Gen
çıktığını	çık+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Acc
çıkarma	çık+Verb^DB+Verb+Caus+Pos^DB+Noun+Inf2+A3sg+Pnon+Nom
boğazını	boğaz+Noun+A3sg+P3sg+Acc
ayakkabıları	ayakkabı+Noun+A3pl+P3sg+Nom
ayaklarına	ayak+Noun+A3pl+P3sg+Dat
ısırganların	ısırgan+Noun+A3pl+Pnon+Gen
dikenlerin	dik+Verb+Pos^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
battığı	bat+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Nom
tepesi	tepe+Noun+A3sg+P3sg+Nom
köyümüzü	köy+Noun+A3sg+P1pl+Acc
ceplerimi	cep+Noun+A3pl+P1sg+Acc
cebimde	cep+Noun+A3sg+P1sg+Loc
kulesini	kule+Noun+A3sg+P3sg+Acc
ayaklarımın	ayak+Noun+A3pl+P1sg+Gen
normale	normal+Adj^DB+Noun+Zero+A3sg+Pnon+Dat
döndüğünde	dön+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
ekmeği	ekmek+Noun+A3sg+Pnon+Acc
iştahla	iştah+Noun+A3sg+Pnon+Ins
yanakların	yanak+Noun+A3pl+Pnon+Gen
yaşıtlarımdan	yaşıt+Noun+A3pl+P1sg+Abl
olmama	ol+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
yanaklarım	yanak+Noun+A3pl+P1sg+Nom
yiyesi	ye+Verb+Pos^DB+Noun+FeelLike+A3sg+Pnon+Nom
umudumu	umut+Noun+A3sg+P1sg+Acc
taşına	taş+Noun+A3sg+P3sg+Dat
durabilmek	dur+Verb+Pos^DB+Verb+Able^DB+Noun+Inf1+A3sg+Pnon+Nom
ağlamamak	ağla+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
koşmaya	koş+Verb+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
baban	baba+Noun+A3sg+P2sg+Nom
verileceğini	ver+Verb^DB+Verb+Pass+Pos^DB+Noun+FutPart+A3sg+P3sg+Acc
kararımı	karar+Noun+A3sg+P1sg+Acc
kolumdan	kol+Noun+A3sg+P1sg+Abl
halimle	hal+Noun+A3sg+P1sg+Ins
olabildiği	ol+Verb+Pos^DB+Verb+Able^DB+Noun+PastPart+A3sg+P3sg+Nom
yaşamayacağını	yaşa+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
sorudan	soru+Noun+A3sg+Pnon+Abl
tehlikede	tehlike+Noun+A3sg+Pnon+Loc
kalbinle	kalp+Noun+A3sg+P2sg+Ins
ciğerini	ciğer+Noun+A3sg+P3sg+Acc
taşın	taş+Noun+A3sg+Pnon+Gen
sözlerle	söz+Noun+A3pl+Pnon+Ins
yaşamana	yaşa+Verb+Pos^DB+Noun+Inf2+A3sg+P2sg+Dat
kalbin	kalp+Noun+A3sg+Pnon+Gen
ciğerin	ciğer+Noun+A3sg+Pnon+Gen
dediklerimi	de+Verb+Pos^DB+Noun+PastPart+A3pl+P1sg+Acc
kalbiyle	kalp+Noun+A3sg+P3sg+Ins
ciğerine	ciğer+Noun+A3sg+P3sg+Dat
adamdan	adam+Noun+A3sg+Pnon+Abl
saklanmaya	sakla+Verb^DB+Verb+Pass+Pos^DB+Noun+Inf2+A3sg+Pnon+Dat
yatağında	yatak+Noun+A3sg+P3sg+Loc
üstünü	üst+Noun+A3sg+P3sg+Acc
tutmak	tut+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
yiyecekle	yiyecek+Noun+A3sg+Pnon+Ins
getireceğimi	getir+Verb+Pos^DB+Noun+FutPart+A3sg+P1sg+Acc
görevi	görev+Noun+A3sg+Pnon+Acc
hatırla	hatır+Noun+A3sg+Pnon+Ins
düzlüğe	düz+Adj^DB+Noun+Ness+A3sg+Pnon+Dat
duvarına	duvar+Noun+A3sg+P3sg+Dat
otlarının	ot+Noun+A3pl+P3sg+Gen
tepecikleri	tepe+Noun+A3sg+Pnon+Nom^DB+Noun+Dim+A3pl+Pnon+Acc
bileğinden	bilek+Noun+A3sg+P3sg+Abl
çekmek	çek+Verb+Pos^DB+Noun+Inf1+A3sg+Pnon+Nom
mezarlarından	mezar+Noun+A3pl+P3pl+Abl
ölülerin	ölü+Noun+A3pl+Pnon+Gen
gözlerime	göz+Noun+A3pl+P1sg+Dat
arkama	arka+Noun+A3sg+P1sg+Dat
yağdığında	yağ+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
sular	su+Noun+A3pl+Pnon+Nom
yükseldiğinde	yüksel+Verb+Pos^DB+Noun+PastPart+A3sg+P3sg+Loc
kayaların	kaya+Noun+A3pl+Pnon+Gen
ayaklarıyla	ayak+Noun+A3pl+P3sg+Ins
durduğumda	dur+Verb+Pos^DB+Noun+PastPart+A3sg+P1sg+Loc
bataklıklar	bataklık+Noun+A3pl+Pnon+Nom
çizgiden	çizgi+Noun+A3sg+Pnon+Abl
