göre	gör+Verb+Pos+Opt+A3sg
davrandılar	davran+Verb+Pos+Past+A3pl
yansımadı	yansı+Verb+Neg+Past+A3sg
başarmış	başar+Verb+Pos+Narr+A3sg
yapmamış	yap+Verb+Neg+Narr+A3sg
inceleyeceğiz	incele+Verb+Pos+Fut+A1pl
arayacağız	ara+Verb+Pos+Fut+A1pl
ilerliyor	ilerle+Verb+Pos+Prog1+A3sg
alışmışlar	alış+Verb+Pos+Narr+A3pl
düşünmüş	düşün+Verb+Pos+Narr+A3sg
konuşmuyor	konuş+Verb+Neg+Prog1+A3sg
eleştirdi	eleştir+Verb+Pos+Past+A3sg
desek	de+Verb+Pos+Desr+A1pl
değiştik	değiş+Verb+Pos+Past+A1pl
unuttular	unut+Verb+Pos+Past+A3pl
vazgeçtiler	vazgeç+Verb+Pos+Past+A3pl
yaktılar	yak+Verb+Pos+Past+A3pl
kalksın	kalk+Verb+Pos+Imp+A3sg
abarttı	abart+Verb+Pos+Past+A3sg
eğitti	eğit+Verb+Pos+Past+A3sg
kaçar	kaç+Verb+Pos+Aor+A3sg
sevketti	sevket+Verb+Pos+Past+A3sg
gönderirler	gönder+Verb+Pos+Aor+A3pl
besleyin	besle+Verb+Pos+Imp+A2pl
tanımladı	tanımla+Verb+Pos+Past+A3sg
yeraldı	yeral+Verb+Pos+Past+A3sg
bulmadı	bul+Verb+Neg+Past+A3sg
sundu	sun+Verb+Pos+Past+A3sg
girmeyelim	gir+Verb+Neg+Opt+A1pl
çelişecek	çeliş+Verb+Pos+Fut+A3sg
düşse	düş+Verb+Pos+Desr+A3sg
desem	de+Verb+Pos+Desr+A1sg
yeralacak	yeral+Verb+Pos+Fut+A3sg
korudum	koru+Verb+Pos+Past+A1sg
izlerim	izle+Verb+Pos+Aor+A1sg
zorlayın	zorla+Verb+Pos+Imp+A2pl
oluşacak	oluş+Verb+Pos+Fut+A3sg
kaybettiler	kaybet+Verb+Pos+Past+A3pl
olmam	ol+Verb+Neg+Aor+A1sg
kesmeyecek	kes+Verb+Neg+Fut+A3sg
yanıtladı	yanıtla+Verb+Pos+Past+A3sg
güveniyor	güven+Verb+Pos+Prog1+A3sg
bozarlar	boz+Verb+Pos+Aor+A3pl
gösteriyorlar	göster+Verb+Pos+Prog1+A3pl
demişler	de+Verb+Pos+Narr+A3pl
ödüyor	öde+Verb+Pos+Prog1+A3sg
mahvedelim	mahvet+Verb+Pos+Opt+A1pl
yaparsın	yap+Verb+Pos+Aor+A2sg
olmasınlar	ol+Verb+Neg+Imp+A3pl
bekledik	bekle+Verb+Pos+Past+A1pl
gözüküyor	gözük+Verb+Pos+Prog1+A3sg
kaybedersin	kaybet+Verb+Pos+Aor+A2sg
kızarıyor	kızar+Verb+Pos+Prog1+A3sg
seyrettim	seyret+Verb+Pos+Past+A1sg
aldatmasın	aldat+Verb+Neg+Imp+A3sg
görmüyorlar	gör+Verb+Neg+Prog1+A3pl
almalılar	al+Verb+Pos+Neces+A3pl
beğenecek	beğen+Verb+Pos+Fut+A3sg
yalanlıyor	yalanla+Verb+Pos+Prog1+A3sg
durursun	dur+Verb+Pos+Aor+A2sg
demedim	de+Verb+Neg+Past+A1sg
çağırmayacağım	çağır+Verb+Neg+Fut+A1sg
görsünler	gör+Verb+Pos+Imp+A3pl
uyarıyor	uyar+Verb+Pos+Prog1+A3sg
kaplamalı	kapla+Verb+Pos+Neces+A3sg
unutmuşlar	unut+Verb+Pos+Narr+A3pl
alıştık	alış+Verb+Pos+Past+A1pl
deneyelim	dene+Verb+Pos+Opt+A1pl
kurdular	kur+Verb+Pos+Past+A3pl
bilmiyorlar	bil+Verb+Neg+Prog1+A3pl
keselim	kes+Verb+Pos+Opt+A1pl
vuralım	vur+Verb+Pos+Opt+A1pl
sayalım	say+Verb+Pos+Opt+A1pl
bahsetmiyorsun	bahset+Verb+Neg+Prog1+A2sg
yummaz	yum+Verb+Neg+Aor+A3sg
hazırlamaz	hazırla+Verb+Neg+Aor+A3sg
tartışacak	tartış+Verb+Pos+Fut+A3sg
konuşmayalım	konuş+Verb+Neg+Opt+A1pl
alsınlar	al+Verb+Pos+Imp+A3pl
kalkmaz	kalk+Verb+Neg+Aor+A3sg
geçmesin	geç+Verb+Neg+Imp+A3sg
tetiklemiş	tetikle+Verb+Pos+Narr+A3sg
yazmışsınız	yaz+Verb+Pos+Narr+A2pl
değişiyorsunuz	değiş+Verb+Pos+Prog1+A2pl
tetikliyor	tetikle+Verb+Pos+Prog1+A3sg
kuracaksınız	kur+Verb+Pos+Fut+A2pl
sormalısınız	sor+Verb+Pos+Neces+A2pl
yöneliyorum	yönel+Verb+Pos+Prog1+A1sg
çekiyorum	çek+Verb+Pos+Prog1+A1sg
kopuyor	kop+Verb+Pos+Prog1+A3sg
sürmüş	sür+Verb+Pos+Narr+A3sg
oluyorsunuz	ol+Verb+Pos+Prog1+A2pl
başlıyorsunuz	başla+Verb+Pos+Prog1+A2pl
çalışmıyorlar	çalış+Verb+Neg+Prog1+A3pl
belirliyor	belirle+Verb+Pos+Prog1+A3sg
saptıyorlar	sapta+Verb+Pos+Prog1+A3pl
doğmuşsunuz	doğ+Verb+Pos+Narr+A2pl
anlaştım	anlaş+Verb+Pos+Past+A1sg
vazgeçmedim	vazgeç+Verb+Neg+Past+A1sg
satmam	sat+Verb+Neg+Aor+A1sg
ölmesin	öl+Verb+Neg+Imp+A3sg
affetsem	affet+Verb+Pos+Desr+A1sg
affetmez	affet+Verb+Neg+Aor+A3sg
değişmem	değiş+Verb+Neg+Aor+A1sg
açsalar	aç+Verb+Pos+Desr+A3pl
yapmışlar	yap+Verb+Pos+Narr+A3pl
başvursalar	başvur+Verb+Pos+Desr+A3pl
verseler	ver+Verb+Pos+Desr+A3pl
yaşayacaklar	yaşa+Verb+Pos+Fut+A3pl
gitmesin	git+Verb+Neg+Imp+A3sg
yürür	yürü+Verb+Pos+Aor+A3sg
tazeledi	tazele+Verb+Pos+Past+A3sg
eksilmez	eksil+Verb+Neg+Aor+A3sg
ağırladı	ağırla+Verb+Pos+Past+A3sg
yıpratır	yıprat+Verb+Pos+Aor+A3sg
yargılamış	yargıla+Verb+Pos+Narr+A3sg
yaşamışız	yaşa+Verb+Pos+Narr+A1pl
savunuyor	savun+Verb+Pos+Prog1+A3sg
görmese	gör+Verb+Neg+Desr+A3sg
sınırladınız	sınırla+Verb+Pos+Past+A2pl
devretti	devret+Verb+Pos+Past+A3sg
yalanladı	yalanla+Verb+Pos+Past+A3sg
suçlamadık	suçla+Verb+Neg+Past+A1pl
vurmadım	vur+Verb+Neg+Past+A1sg
çağırıyorlar	çağır+Verb+Pos+Prog1+A3pl
suçlayacaksın	suçla+Verb+Pos+Fut+A2sg
vermeyeceksin	ver+Verb+Neg+Fut+A2sg
söylemedik	söyle+Verb+Neg+Past+A1pl
gösterdik	göster+Verb+Pos+Past+A1pl
harcıyoruz	harca+Verb+Pos+Prog1+A1pl
copluyor	copla+Verb+Pos+Prog1+A3sg
kırıyorlar	kır+Verb+Pos+Prog1+A3pl
güvenmiyor	güven+Verb+Neg+Prog1+A3sg
destekliyor	destekle+Verb+Pos+Prog1+A3sg
oynatırım	oynat+Verb+Pos+Aor+A1sg
değişmedi	değiş+Verb+Neg+Past+A3sg
mıncıklarız	mıncıkla+Verb+Pos+Aor+A1pl
kapışacak	kapış+Verb+Pos+Fut+A3sg
yayınladılar	yayınla+Verb+Pos+Past+A3pl
diyeceksin	de+Verb+Pos+Fut+A2sg
yorumladım	yorumla+Verb+Pos+Past+A1sg
çalıyorlar	çal+Verb+Pos+Prog1+A3pl
hoşlanmadılar	hoşlan+Verb+Neg+Past+A3pl
dönüşün	dönüş+Verb+Pos+Imp+A2pl
tarihlerim	tarihle+Verb+Pos+Aor+A1sg
seçmişim	seç+Verb+Pos+Narr+A1sg
ulaşıyorsun	ulaş+Verb+Pos+Prog1+A2sg
dinlemem	dinle+Verb+Neg+Aor+A1sg
yargılamam	yargıla+Verb+Neg+Aor+A1sg
alıştım	alış+Verb+Pos+Past+A1sg
etmişim	et+Verb+Pos+Narr+A1sg
başvurursun	başvur+Verb+Pos+Aor+A2sg
yapsınlar	yap+Verb+Pos+Imp+A3pl
gezdim	gez+Verb+Pos+Past+A1sg
yasakladı	yasakla+Verb+Pos+Past+A3sg
söylerler	söyle+Verb+Pos+Aor+A3pl
dondu	don+Verb+Pos+Past+A3sg
kurtardı	kurtar+Verb+Pos+Past+A3sg
bağırsak	bağır+Verb+Pos+Desr+A1pl
yükselir	yüksel+Verb+Pos+Aor+A3sg
büyür	büyü+Verb+Pos+Aor+A3sg
kapsar	kapsa+Verb+Pos+Aor+A3sg
olmalılar	ol+Verb+Pos+Neces+A3pl
gösterin	göster+Verb+Pos+Imp+A2pl
yıkayın	yıka+Verb+Pos+Imp+A2pl
kurulayın	kurula+Verb+Pos+Imp+A2pl
yapmayacak	yap+Verb+Neg+Fut+A3sg
içsin	iç+Verb+Pos+Imp+A3sg
direniyor	diren+Verb+Pos+Prog1+A3sg
içmeli	iç+Verb+Pos+Neces+A3sg
aramasın	ara+Verb+Neg+Imp+A3sg
yetinmeyin	yetin+Verb+Neg+Imp+A2pl
halleder	hallet+Verb+Pos+Aor+A3sg
düşsün	düş+Verb+Pos+Imp+A3sg
deseler	de+Verb+Pos+Desr+A3pl
özetliyoruz	özetle+Verb+Pos+Prog1+A1pl
bırakmadık	bırak+Verb+Neg+Past+A1pl
amaçladık	amaçla+Verb+Pos+Past+A1pl
güvenelim	güven+Verb+Pos+Opt+A1pl
çek	çek+Verb+Pos+Imp+A2sg
sağlayınız	sağla+Verb+Pos+Imp+A2pl
aldattınız	aldat+Verb+Pos+Past+A2pl
ekmeyeceğiz	ek+Verb+Neg+Fut+A1pl
sattım	sat+Verb+Pos+Past+A1sg
takar	tak+Verb+Pos+Aor+A3sg
ekiyorum	ek+Verb+Pos+Prog1+A1sg
kiralayacağım	kirala+Verb+Pos+Fut+A1sg
çözelim	çöz+Verb+Pos+Opt+A1pl
bozmuyor	boz+Verb+Neg+Prog1+A3sg
koruyacak	koru+Verb+Pos+Fut+A3sg
konuşuyoruz	konuş+Verb+Pos+Prog1+A1pl
takındılar	takın+Verb+Pos+Past+A3pl
saptadım	sapta+Verb+Pos+Past+A1sg
uyarıyorlar	uyar+Verb+Pos+Prog1+A3pl
kazandım	kazan+Verb+Pos+Past+A1sg
korkayım	kork+Verb+Pos+Opt+A1sg
sus	sus+Verb+Pos+Imp+A2sg
ilgilenmiyor	ilgilen+Verb+Neg+Prog1+A3sg
ulaşıyorlar	ulaş+Verb+Pos+Prog1+A3pl
gözlemlemiş	gözlemle+Verb+Pos+Narr+A3sg
görüşecek	görüş+Verb+Pos+Fut+A3sg
değiştiler	değiş+Verb+Pos+Past+A3pl
alıkoymuş	alıkoy+Verb+Pos+Narr+A3sg
seçtik	seç+Verb+Pos+Past+A1pl
taşıyoruz	taş+Verb+Pos+Prog1+A1pl
gitmiyorlar	git+Verb+Neg+Prog1+A3pl
davranıyorlar	davran+Verb+Pos+Prog1+A3pl
suçladı	suçla+Verb+Pos+Past+A3sg
buluştu	buluş+Verb+Pos+Past+A3sg
terkettiler	terket+Verb+Pos+Past+A3pl
sağlayacağız	sağla+Verb+Pos+Fut+A1pl
tükenir	tüken+Verb+Pos+Aor+A3sg
sergiliyor	sergile+Verb+Pos+Prog1+A3sg
artacak	art+Verb+Pos+Fut+A3sg
paylaşıyoruz	paylaş+Verb+Pos+Prog1+A1pl
üstlenmeli	üstlen+Verb+Pos+Neces+A3sg
reddediyor	reddet+Verb+Pos+Prog1+A3sg
tadar	tat+Verb+Pos+Aor+A3sg
soyutluyor	soyutla+Verb+Pos+Prog1+A3sg
yaşıyorsunuz	yaşa+Verb+Pos+Prog1+A2pl
sormasanız	sor+Verb+Neg+Desr+A2pl
ekliyorlar	ekle+Verb+Pos+Prog1+A3pl
ekleyeceğim	ekle+Verb+Pos+Fut+A1sg
tükenecek	tüken+Verb+Pos+Fut+A3sg
tükense	tüken+Verb+Pos+Desr+A3sg
başvuruyor	başvur+Verb+Pos+Prog1+A3sg
güveniyoruz	güven+Verb+Pos+Prog1+A1pl
uzlaştı	uzlaş+Verb+Pos+Past+A3sg
durmalıyız	dur+Verb+Pos+Neces+A1pl
atmadı	at+Verb+Neg+Past+A3sg
sundular	sun+Verb+Pos+Past+A3pl
seçiyor	seç+Verb+Pos+Prog1+A3sg
açmıyor	aç+Verb+Neg+Prog1+A3sg
arta	art+Verb+Pos+Opt+A3sg
seçiyorlar	seç+Verb+Pos+Prog1+A3pl
düşmüyor	düş+Verb+Neg+Prog1+A3sg
vurguluyorlar	vurgula+Verb+Pos+Prog1+A3pl
alışmadık	alış+Verb+Neg+Past+A1pl
eleştirmem	eleştir+Verb+Neg+Aor+A1sg
varmadım	var+Verb+Neg+Past+A1sg
istemiyorsunuz	iste+Verb+Neg+Prog1+A2pl
izliyorsunuz	izle+Verb+Pos+Prog1+A2pl
boyuyor	boya+Verb+Pos+Prog1+A3sg
seviyorlar	sev+Verb+Pos+Prog1+A3pl
değinmedi	değin+Verb+Neg+Past+A3sg
duymadım	duy+Verb+Neg+Past+A1sg
sergilemiş	sergile+Verb+Pos+Narr+A3sg
gizlemiş	gizle+Verb+Pos+Narr+A3sg
davranmış	davran+Verb+Pos+Narr+A3sg
iniyor	in+Verb+Pos+Prog1+A3sg
tamamlayacak	tamamla+Verb+Pos+Fut+A3sg
yorumluyor	yorumla+Verb+Pos+Prog1+A3sg
oynuyorum	oyna+Verb+Pos+Prog1+A1sg
büyüyorum	büyü+Verb+Pos+Prog1+A1sg
takmam	tak+Verb+Neg+Aor+A1sg
dolaşayım	dolaş+Verb+Pos+Opt+A1sg
dokunayım	dokun+Verb+Pos+Opt+A1sg
bayılıyorum	bayıl+Verb+Pos+Prog1+A1sg
bakarım	bak+Verb+Pos+Aor+A1sg
beğenmiyorum	beğen+Verb+Neg+Prog1+A1sg
beğenmiyor	beğen+Verb+Neg+Prog1+A3sg
seçtim	seç+Verb+Pos+Past+A1sg
yakışsa	yakış+Verb+Pos+Desr+A3sg
beğenmedim	beğen+Verb+Neg+Past+A1sg
seçtiniz	seç+Verb+Pos+Past+A2pl
beğendi	beğen+Verb+Pos+Past+A3sg
seçtin	seç+Verb+Pos+Past+A2sg
saklarım	sakla+Verb+Pos+Aor+A1sg
giydin	giy+Verb+Pos+Past+A2sg
sorguluyor	sorgula+Verb+Pos+Prog1+A3sg
giyiyorum	giy+Verb+Pos+Prog1+A1sg
giymedim	giy+Verb+Neg+Past+A1sg
hissetmeli	hisset+Verb+Pos+Neces+A3sg
yaşar	yaşa+Verb+Pos+Aor+A3sg
bağlıyorum	bağla+Verb+Pos+Prog1+A1sg
toparlamış	toparla+Verb+Pos+Narr+A3sg
kullanmayacaksın	kullan+Verb+Neg+Fut+A2sg
yapmayacaksın	yap+Verb+Neg+Fut+A2sg
sarsak	sar+Verb+Pos+Desr+A1pl
sağlarım	sağla+Verb+Pos+Aor+A1sg
çekerim	çek+Verb+Pos+Aor+A1sg
vazgeçmem	vazgeç+Verb+Neg+Aor+A1sg
giymiyorum	giy+Verb+Neg+Prog1+A1sg
seçiyorum	seç+Verb+Pos+Prog1+A1sg
takıyorum	tak+Verb+Pos+Prog1+A1sg
adreslerim	adresle+Verb+Pos+Aor+A1sg
yılmadım	yıl+Verb+Neg+Past+A1sg
tuttuk	tut+Verb+Pos+Past+A1pl
delirdin	delir+Verb+Pos+Past+A2sg
durmam	dur+Verb+Neg+Aor+A1sg
araştırdı	araştır+Verb+Pos+Past+A3sg
şişmanlıyorum	şişmanla+Verb+Pos+Prog1+A1sg
yaşadık	yaşa+Verb+Pos+Past+A1pl
dertleştim	dertleş+Verb+Pos+Past+A1sg
hissettiniz	hisset+Verb+Pos+Past+A2pl
hissetmedim	hisset+Verb+Neg+Past+A1sg
tartışıyor	tartış+Verb+Pos+Prog1+A3sg
yemedim	ye+Verb+Neg+Past+A1sg
yemedin	ye+Verb+Neg+Past+A2sg
tükettim	tüket+Verb+Pos+Past+A1sg
oynasa	oyna+Verb+Pos+Desr+A3sg
uyumuyor	uyu+Verb+Neg+Prog1+A3sg
kalıyorum	kal+Verb+Pos+Prog1+A1sg
ilgileniyorsun	ilgilen+Verb+Pos+Prog1+A2sg
göstersen	göster+Verb+Pos+Desr+A2sg
kaplıyor	kapla+Verb+Pos+Prog1+A3sg
gizlemiyor	gizle+Verb+Neg+Prog1+A3sg
sormadım	sor+Verb+Neg+Past+A1sg
çalışırım	çalış+Verb+Pos+Aor+A1sg
üstlenecek	üstlen+Verb+Pos+Fut+A3sg
kazanıyorsunuz	kazan+Verb+Pos+Prog1+A2pl
yıpratıyor	yıprat+Verb+Pos+Prog1+A3sg
tüketmiyor	tüket+Verb+Neg+Prog1+A3sg
etkilemiyor	etkile+Verb+Neg+Prog1+A3sg
götürüyorum	götür+Verb+Pos+Prog1+A1sg
bıraktın	bırak+Verb+Pos+Past+A2sg
tanıştınız	tanış+Verb+Pos+Past+A2pl
izlemem	izle+Verb+Neg+Aor+A1sg
yansıdı	yansı+Verb+Pos+Past+A3sg
havlıyorlar	havla+Verb+Pos+Prog1+A3pl
giriyoruz	gir+Verb+Pos+Prog1+A1pl
konuşmaz	konuş+Verb+Neg+Aor+A3sg
inanmaz	inan+Verb+Neg+Aor+A3sg
büyümedi	büyü+Verb+Neg+Past+A3sg
unutmadı	unut+Verb+Neg+Past+A3sg
çiziyor	çiz+Verb+Pos+Prog1+A3sg
çeksin	çek+Verb+Pos+Imp+A3sg
yıprandılar	yıpran+Verb+Pos+Past+A3pl
güvenmiş	güven+Verb+Pos+Narr+A3sg
paylaşıyor	paylaş+Verb+Pos+Prog1+A3sg
ayıklıyor	ayıkla+Verb+Pos+Prog1+A3sg
çağıra	çağır+Verb+Pos+Opt+A3sg
yanmadı	yan+Verb+Neg+Past+A3sg
başvurdu	başvur+Verb+Pos+Past+A3sg
kızdılar	kız+Verb+Pos+Past+A3pl
savaşıyoruz	savaş+Verb+Pos+Prog1+A1pl
ölüyorsun	öl+Verb+Pos+Prog1+A2sg
edeceksin	et+Verb+Pos+Fut+A2sg
uğradılar	uğra+Verb+Pos+Past+A3pl
vermedik	ver+Verb+Neg+Past+A1pl
başardılar	başar+Verb+Pos+Past+A3pl
söndü	sön+Verb+Pos+Past+A3sg
sevindiler	sevin+Verb+Pos+Past+A3pl
sayıklıyor	sayıkla+Verb+Pos+Prog1+A3sg
övünüyor	övün+Verb+Pos+Prog1+A3sg
tutuşur	tutuş+Verb+Pos+Aor+A3sg
tutalım	tut+Verb+Pos+Opt+A1pl
vermemiş	ver+Verb+Neg+Narr+A3sg
tutsa	tut+Verb+Pos+Desr+A3sg
taktı	tak+Verb+Pos+Past+A3sg
anlamayız	anla+Verb+Neg+Aor+A1pl
zannediyorlar	zannet+Verb+Pos+Prog1+A3pl
incitmez	incit+Verb+Neg+Aor+A3sg
büyüttüm	büyüt+Verb+Pos+Past+A1sg
olmazsın	ol+Verb+Neg+Aor+A2sg
öperim	öp+Verb+Pos+Aor+A1sg
ağlamış	ağla+Verb+Pos+Narr+A3sg
paralarım	parala+Verb+Pos+Aor+A1sg
çöker	çök+Verb+Pos+Aor+A3sg
olmuşum	ol+Verb+Pos+Narr+A1sg
içiyoruz	iç+Verb+Pos+Prog1+A1pl
yiyorum	ye+Verb+Pos+Prog1+A1sg
okumuşum	oku+Verb+Pos+Narr+A1sg
patlıyor	patla+Verb+Pos+Prog1+A3sg
basacaksın	bas+Verb+Pos+Fut+A2sg
çekmedim	çek+Verb+Neg+Past+A1sg
çekiyoruz	çek+Verb+Pos+Prog1+A1pl
içeceksin	iç+Verb+Pos+Fut+A2sg
göreceksin	gör+Verb+Pos+Fut+A2sg
ilerlemiyor	ilerle+Verb+Neg+Prog1+A3sg
yoluyorum	yol+Verb+Pos+Prog1+A1sg
buluşsak	buluş+Verb+Pos+Desr+A1pl
ıh	ýh+Verb+Pos+Imp+A2sg
hissedin	hisset+Verb+Pos+Imp+A2pl
çekmişler	çek+Verb+Pos+Narr+A3pl
atmıyor	at+Verb+Neg+Prog1+A3sg
eğleniyorum	eğlen+Verb+Pos+Prog1+A1sg
almayacağım	al+Verb+Neg+Fut+A1sg
yutmuş	yut+Verb+Pos+Narr+A3sg
oturmuyor	otur+Verb+Neg+Prog1+A3sg
bahsetmeseler	bahset+Verb+Neg+Desr+A3pl
tavlıyorsunuz	tavla+Verb+Pos+Prog1+A2pl
olmazsınız	ol+Verb+Neg+Aor+A2pl
tanımlıyorsunuz	tanımla+Verb+Pos+Prog1+A2pl
ovuşturdunuz	ovuştur+Verb+Pos+Past+A2pl
ararım	ara+Verb+Pos+Aor+A1sg
çıldırır	çıldır+Verb+Pos+Aor+A3sg
beğenirim	beğen+Verb+Pos+Aor+A1sg
benziyorlar	benze+Verb+Pos+Prog1+A3pl
istemese	iste+Verb+Neg+Desr+A3sg
koşuyorum	koş+Verb+Pos+Prog1+A1sg
ölüyorum	öl+Verb+Pos+Prog1+A1sg
bulaştınız	bulaş+Verb+Pos+Past+A2pl
gitmeyeceğim	git+Verb+Neg+Fut+A1sg
yazmıyorlar	yaz+Verb+Neg+Prog1+A3pl
olmasan	ol+Verb+Neg+Desr+A2sg
şaşırmışlar	şaşır+Verb+Pos+Narr+A3pl
görmediler	gör+Verb+Neg+Past+A3pl
bilsinler	bil+Verb+Pos+Imp+A3pl
yapmasınlar	yap+Verb+Neg+Imp+A3pl
yazıyorsunuz	yaz+Verb+Pos+Prog1+A2pl
kullanmıyorlar	kullan+Verb+Neg+Prog1+A3pl
tavladı	tavla+Verb+Pos+Past+A3sg
döşeriz	döşe+Verb+Pos+Aor+A1pl
kuruyoruz	kur+Verb+Pos+Prog1+A1pl
kalıyorsun	kal+Verb+Pos+Prog1+A2sg
istemezler	iste+Verb+Neg+Aor+A3pl
yazıyorlar	yaz+Verb+Pos+Prog1+A3pl
yutuyorlar	yut+Verb+Pos+Prog1+A3pl
tükenmiyor	tüken+Verb+Neg+Prog1+A3sg
gelmişler	gel+Verb+Pos+Narr+A3pl
gözledim	gözle+Verb+Pos+Past+A1sg
yememiş	ye+Verb+Neg+Narr+A3sg
seyrettiniz	seyret+Verb+Pos+Past+A2pl
bağladılar	bağla+Verb+Pos+Past+A3pl
addetmiş	addet+Verb+Pos+Narr+A3sg
yazsınlar	yaz+Verb+Pos+Imp+A3pl
anmayın	an+Verb+Neg+Imp+A2pl
satıyor	sat+Verb+Pos+Prog1+A3sg
terliyor	terle+Verb+Pos+Prog1+A3sg
kıskanıyorlar	kıskan+Verb+Pos+Prog1+A3pl
yiyorlar	ye+Verb+Pos+Prog1+A3pl
koymuyorlar	koy+Verb+Neg+Prog1+A3pl
çekmiyor	çek+Verb+Neg+Prog1+A3sg
çıktın	çık+Verb+Pos+Past+A2sg
tartışıyorlar	tartış+Verb+Pos+Prog1+A3pl
tartışalım	tartış+Verb+Pos+Opt+A1pl
deseniz	de+Verb+Pos+Desr+A2pl
kesiyorum	kes+Verb+Pos+Prog1+A1sg
utanmıyorum	utan+Verb+Neg+Prog1+A1sg
güvenecek	güven+Verb+Pos+Fut+A3sg
bırakacaksın	bırak+Verb+Pos+Fut+A2sg
koyacaksın	koy+Verb+Pos+Fut+A2sg
giyse	giy+Verb+Pos+Desr+A3sg
daraldı	daral+Verb+Pos+Past+A3sg
çözer	çöz+Verb+Pos+Aor+A3sg
atlamaz	atla+Verb+Neg+Aor+A3sg
kısalacak	kısal+Verb+Pos+Fut+A3sg
kopar	kop+Verb+Pos+Aor+A3sg
çevirir	çevir+Verb+Pos+Aor+A3sg
bakmayın	bak+Verb+Neg+Imp+A2pl
patlamış	patla+Verb+Pos+Narr+A3sg
kaymış	kay+Verb+Pos+Narr+A3sg
görünüyorsun	görün+Verb+Pos+Prog1+A2sg
zannediyorum	zannet+Verb+Pos+Prog1+A1sg
dağılmaz	dağıl+Verb+Neg+Aor+A3sg
dağılır	dağıl+Verb+Pos+Aor+A3sg
durmadım	dur+Verb+Neg+Past+A1sg
yordular	yor+Verb+Pos+Past+A3pl
tanımlayacak	tanımla+Verb+Pos+Fut+A3sg
ektiler	ek+Verb+Pos+Past+A3pl
kalacaklar	kal+Verb+Pos+Fut+A3pl
öğreteceksin	öğret+Verb+Pos+Fut+A2sg
kızdınız	kız+Verb+Pos+Past+A2pl
düşmedi	düş+Verb+Neg+Past+A3sg
çoğalalım	çoğal+Verb+Pos+Opt+A1pl
doğuyor	doğ+Verb+Pos+Prog1+A3sg
yavaşlıyor	yavaşla+Verb+Pos+Prog1+A3sg
yavaşlayacak	yavaşla+Verb+Pos+Fut+A3sg
hastalanıyor	hastalan+Verb+Pos+Prog1+A3sg
doğduk	doğ+Verb+Pos+Past+A1pl
büyüttük	büyüt+Verb+Pos+Past+A1pl
öldük	öl+Verb+Pos+Past+A1pl
terkettik	terket+Verb+Pos+Past+A1pl
dağılmışlar	dağıl+Verb+Pos+Narr+A3pl
kaçacaklar	kaç+Verb+Pos+Fut+A3pl
korumuş	koru+Verb+Pos+Narr+A3sg
dayandı	dayan+Verb+Pos+Past+A3sg
besteliyor	bestele+Verb+Pos+Prog1+A3sg
üstleniyor	üstlen+Verb+Pos+Prog1+A3sg
söylemiyorlar	söyle+Verb+Neg+Prog1+A3pl
tanımlıyorlar	tanımla+Verb+Pos+Prog1+A3pl
aramışlar	ara+Verb+Pos+Narr+A3pl
izlemiş	izle+Verb+Pos+Narr+A3sg
görüyorlar	gör+Verb+Pos+Prog1+A3pl
satsın	sat+Verb+Pos+Imp+A3sg
satmasın	sat+Verb+Neg+Imp+A3sg
çalıyorum	çal+Verb+Pos+Prog1+A1sg
çalıyoruz	çal+Verb+Pos+Prog1+A1pl
kattık	kat+Verb+Pos+Past+A1pl
kutlayacağım	kutla+Verb+Pos+Fut+A1sg
çalmıyorum	çal+Verb+Neg+Prog1+A1sg
keşfetmedim	keşfet+Verb+Neg+Past+A1sg
olmuyoruz	ol+Verb+Neg+Prog1+A1pl
coşuyoruz	coş+Verb+Pos+Prog1+A1pl
düşünmüyorlar	düşün+Verb+Neg+Prog1+A3pl
bildim	bil+Verb+Pos+Past+A1sg
kavuştum	kavuş+Verb+Pos+Past+A1sg
tanıştım	tanış+Verb+Pos+Past+A1sg
hazırlıyoruz	hazırla+Verb+Pos+Prog1+A1pl
dinlerim	dinle+Verb+Pos+Aor+A1sg
kullanıyoruz	kullan+Verb+Pos+Prog1+A1pl
beğendim	beğen+Verb+Pos+Past+A1sg
amaçlıyor	amaçla+Verb+Pos+Prog1+A3sg
öğütüyor	öğüt+Verb+Pos+Prog1+A3sg
ölürler	öl+Verb+Pos+Aor+A3pl
hallettik	hallet+Verb+Pos+Past+A1pl
doğruladı	doğrula+Verb+Pos+Past+A3sg
harcıyorum	harca+Verb+Pos+Prog1+A1sg
eğitiyor	eğit+Verb+Pos+Prog1+A3sg
okurum	oku+Verb+Pos+Aor+A1sg
gerekmiyor	gerek+Verb+Neg+Prog1+A3sg
tatmamış	tat+Verb+Neg+Narr+A3sg
çoğaldı	çoğal+Verb+Pos+Past+A3sg
evlendim	evlen+Verb+Pos+Past+A1sg
değilsin	değil+Verb+Neg+Pres+A2sg
diledim	dile+Verb+Pos+Past+A1sg
ilgilendiler	ilgilen+Verb+Pos+Past+A3pl
beklemiyoruz	bekle+Verb+Neg+Prog1+A1pl
döktük	dök+Verb+Pos+Past+A1pl
anlayacağız	anla+Verb+Pos+Fut+A1pl
uygulamalı	uygula+Verb+Pos+Neces+A3sg
kaydediyor	kaydet+Verb+Pos+Prog1+A3sg
uçar	uç+Verb+Pos+Aor+A3sg
yaratacaklar	yarat+Verb+Pos+Fut+A3pl
