değil	değil+Verb+Neg+Pres+A3sg
getirmeyip	getir+Verb+Neg^DB+Adverb+AfterDoingSo
aramadı	ara+Verb+Neg+Past+A3sg
yürümeyeceği	yürü+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
unutmam	unut+Verb+Neg+Aor+A1sg
oynatmazsın	oyna+Verb^DB+Verb+Caus+Neg+Aor+A2sg
engelleyemez	engelle+Verb^DB+Verb+Able+Neg+Aor+A3sg
oynamıyorlar	oyna+Verb+Neg+Prog1+A3pl
oturtamadılar	otur+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A3pl
oynatamıyor	oyna+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3sg
etmiyor	et+Verb+Neg+Prog1+A3sg
kopmayacak	kop+Verb+Neg+Fut+A3sg
kopmamak	kop+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
kırılmasın	kır+Verb^DB+Verb+Pass+Neg+Imp+A3sg
geçemeyiz	geç+Verb^DB+Verb+Able+Neg+Aor+A1pl
oynamaması	oyna+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
oynamasın	oyna+Verb+Neg+Imp+A3sg
oynamıyor	oyna+Verb+Neg+Prog1+A3sg
oynamayan	oyna+Verb+Neg^DB+Adj+PresPart
vermezse	ver+Verb+Neg+Aor+Cond+A3sg
edemezse	et+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
yönelmemeli	yönel+Verb+Neg+Neces+A3sg
ummazdım	um+Verb+Neg+Aor+Past+A1sg
kalmadıysa	kal+Verb+Neg+Past+Cond+A3sg
almazsa	al+Verb+Neg+Aor+Cond+A3sg
inanamadım	inan+Verb^DB+Verb+Able+Neg+Past+A1sg
üretilmemesi	üre+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
olamaması	ol+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
uyduramıyorlarsa	uy+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3pl+Cond
öğretmeyen	öğret+Verb+Neg^DB+Adj+PresPart
değerlendirilemez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
getiremeyince	getir+Verb^DB+Verb+Able+Neg^DB+Adverb+When
geçemiyorum	geç+Verb^DB+Verb+Able+Neg+Prog1+A1sg
katılamayacağım	kat+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Fut+A1sg
kalkmayanlara	kalk+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Dat
esirgemeyeceğim	esirge+Verb+Neg+Fut+A1sg
etmediklerini	et+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
yapmamayı	yap+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Acc
solunmayacak	sol+Verb^DB+Verb+Pass+Neg+Fut+A3sg
verilmeyecek	ver+Verb^DB+Verb+Pass+Neg+Fut+A3sg
solumaması	solu+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
verilmeyecek	ver+Verb^DB+Verb+Pass+Neg^DB+Adj+FutPart+Pnon
uzaklaşmıyor	uzak+Adj^DB+Verb+Become+Neg+Prog1+A3sg
duymayan	duy+Verb+Neg^DB+Adj+PresPart
düşmez	düş+Verb+Neg+Aor+A3sg
satmadığı	sat+Verb+Neg^DB+Adj+PastPart+P3sg
aratmıyor	ara+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
konuşamam	konuş+Verb^DB+Verb+Able+Neg+Aor+A1sg
olmayacağı	ol+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
yapmayacağı	yap+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
yapmayışlarının	yap+Verb+Neg^DB+Noun+Inf3+A3pl+P3sg+Gen
yaşanmadığını	yaşa+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
gitmiyorsunuz	git+Verb+Neg+Prog1+A2pl
paylaşılamamasıyla	paylaş+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Ins
davranmayın	davran+Verb+Neg+Imp+A2pl
ödenmez	öde+Verb^DB+Verb+Pass+Neg+Aor+A3sg
beğenmediği	beğen+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
sızlamıyor	sızla+Verb+Neg+Prog1+A3sg
bağdaşmadığını	bağdaş+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
katılmıyor	kat+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
alamamakta	al+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Loc
kullanmadığımız	kullan+Verb+Neg^DB+Adj+PastPart+P1pl
getiremediler	getir+Verb^DB+Verb+Able+Neg+Past+A3pl
yapamayacaklarını	yap+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
takmaz	tak+Verb+Neg+Aor+A3sg
veremediğini	ver+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
ödemeyen	öde+Verb+Neg^DB+Adj+PresPart
veremeyen	ver+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
kazanamıyor	kazan+Verb^DB+Verb+Able+Neg+Prog1+A3sg
gelemiyoruz	gel+Verb^DB+Verb+Able+Neg+Prog1+A1pl
veremiyorum	ver+Verb^DB+Verb+Able+Neg+Prog1+A1sg
düşünmemiş	düşün+Verb+Neg+Narr+A3sg
anılmasın	an+Verb^DB+Verb+Pass+Neg+Imp+A3sg
yapılmadığı	yap+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
kapanmasın	kapa+Verb^DB+Verb+Pass+Neg+Imp+A3sg
tıkanmasın	tıka+Verb^DB+Verb+Pass+Neg+Imp+A3sg
kesmiyor	kes+Verb+Neg+Prog1+A3sg
yapmamışlar	yap+Verb+Neg+Narr+A3pl
benzemiyor	benze+Verb+Neg+Prog1+A3sg
yutmaz	yut+Verb+Neg+Aor+A3sg
konuşmam	konuş+Verb+Neg+Aor+A1sg
çıkmasın	çık+Verb+Neg+Imp+A3sg
vurmuyor	vur+Verb+Neg+Prog1+A3sg
basmaz	bas+Verb+Neg+Aor+A3sg
yetinmemeli	yetin+Verb+Neg+Neces+A3sg
olamadıkları	ol+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3pl
yıkamayın	yık+Verb^DB+Verb+Able+Neg+Imp+A2pl
bulunmayanlar	bul+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
bağdaşmayacağını	bağdaş+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
girmiyor	gir+Verb+Neg+Prog1+A3sg
uyarmıyor	uyar+Verb+Neg+Prog1+A3sg
yetişemeyen	yetiş+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
atılmıyor	at+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
gitmediği	git+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
kesmedik	kes+Verb+Neg+Past+A1pl
cezalandırılmaz	ceza+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+A3sg
anlaşamamak	anlaş+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
söylemem	söyle+Verb+Neg+Aor+A1sg
gidemeyecek	git+Verb^DB+Verb+Able+Neg^DB+Adj+FutPart+Pnon
etmemeli	et+Verb+Neg+Neces+A3sg
yapmamıştı	yap+Verb+Neg+Narr+Past+A3sg
bakmam	bak+Verb+Neg+Aor+A1sg
keşfedilemez	keşfet+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
keşfedemesin	keşfet+Verb^DB+Verb+Able+Neg+Imp+A3sg
göremiyoruz	gör+Verb^DB+Verb+Able+Neg+Prog1+A1pl
üretmeyen	üre+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart
tanımıyoruz	tanı+Verb+Neg+Prog1+A1pl
ayıramadıklarını	ayır+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
satmıyor	sat+Verb+Neg+Prog1+A3sg
dayanmıyor	dayan+Verb+Neg+Prog1+A3sg
alamıyor	al+Verb^DB+Verb+Able+Neg+Prog1+A3sg
alamayacak	al+Verb^DB+Verb+Able+Neg+Fut+A3sg
olmayınca	ol+Verb+Neg^DB+Adverb+When
yazmasa	yaz+Verb+Neg+Desr+A3sg
pekiştirmemek	pekiş+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
yormayın	yor+Verb+Neg+Imp+A2pl
batmıyor	bat+Verb+Neg+Prog1+A3sg
güldürmüyor	gül+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
konuşamazlarsa	konuş+Verb^DB+Verb+Able+Neg+Aor+A3pl+Cond
çekinmediğini	çekin+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
güvenmeyenler	güven+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
bulunmamasından	bul+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Abl
bulunmazken	bul+Verb^DB+Verb+Pass+Neg+Aor^DB+Adverb+While
bırakmadım	bırak+Verb+Neg+Past+A1sg
kapatamayan	kapa+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
kurtulamadı	kurtul+Verb^DB+Verb+Able+Neg+Past+A3sg
oynayamıyor	oyna+Verb^DB+Verb+Able+Neg+Prog1+A3sg
korkmuyorsanız	kork+Verb+Neg+Prog1+Cond+A2pl
saçmayın	saç+Verb+Neg+Imp+A2pl
unutmamakta	unut+Verb+Neg+Prog2+A3sg
ölmüyor	öl+Verb+Neg+Prog1+A3sg
oluşmadığı	oluş+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
vermemeli	ver+Verb+Neg+Neces+A3sg
doyurulmamalı	doy+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Neces+A3sg
sokmamalı	sok+Verb+Neg+Neces+A3sg
görmemiştik	gör+Verb+Neg+Narr+Past+A1pl
kullanılmamasının	kullan+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Gen
olmamaktır	ol+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom^DB+Verb+Zero+Pres+A3sg+Cop
yetinmeyip	yetin+Verb+Neg^DB+Adverb+AfterDoingSo
kılmayacağını	kıl+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
etmeyeceğini	et+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
bitmedi	bit+Verb+Neg+Past+A3sg
kılmadığını	kıl+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
sevmediğiniz	sev+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Nom
bastırmamaları	bas+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
duymadıklarımızı	duy+Verb+Neg^DB+Noun+PastPart+A3pl+P1pl+Acc
değerlendirmez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg+Aor+A3sg
kaçmaz	kaç+Verb+Neg+Aor+A3sg
çekmedik	çek+Verb+Neg+Past+A1pl
geçirmiyorsa	geç+Verb^DB+Verb+Caus+Neg+Prog1+Cond+A3sg
takılmaması	tak+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
açıklamamış	açıkla+Verb+Neg+Narr+A3sg
getiremiyor	getir+Verb^DB+Verb+Able+Neg+Prog1+A3sg
inanmıyor	inan+Verb+Neg+Prog1+A3sg
sokmuyorlar	sok+Verb+Neg+Prog1+A3pl
alamayıp	al+Verb^DB+Verb+Able+Neg^DB+Adverb+AfterDoingSo
etmiyoruz	et+Verb+Neg+Prog1+A1pl
davranmadığı	davran+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
düzelmez	düzel+Verb+Neg+Aor+A3sg
kapanmaz	kapa+Verb^DB+Verb+Pass+Neg+Aor+A3sg
olmamaları	ol+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
ummadıkları	um+Verb+Neg^DB+Adj+PastPart+P3pl
vermedimse	ver+Verb+Neg+Past+A1sg+Cond
bilmemesi	bil+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
bulunamıyorsa	bul+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Cond+A3sg
dokunmayan	doku+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
tanımama	tanı+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
gidilmez	git+Verb^DB+Verb+Pass+Neg+Aor+A3sg
yayınlatamıyorum	yayınla+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
getiremeyecek	getir+Verb^DB+Verb+Able+Neg+Fut+A3sg
ettiremedi	et+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A3sg
vazgeçmez	vazgeç+Verb+Neg+Aor+A3sg
yazılmadı	yaz+Verb^DB+Verb+Pass+Neg+Past+A3sg
yapılmadı	yap+Verb^DB+Verb+Pass+Neg+Past+A3sg
verilmemiş	ver+Verb^DB+Verb+Pass+Neg+Narr+A3sg
alamamış	al+Verb^DB+Verb+Able+Neg+Narr+A3sg
kalkamazdı	kalk+Verb^DB+Verb+Able+Neg+Aor+Past+A3sg
bulunamıyordu	bul+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Past+A3sg
karşılayamadı	karşıla+Verb^DB+Verb+Able+Neg+Past+A3sg
uğramadı	uğra+Verb+Neg+Past+A3sg
bakılmıyordu	bak+Verb^DB+Verb+Pass+Neg+Prog1+Past+A3sg
yansımadı	yansı+Verb+Neg+Past+A3sg
yapmamış	yap+Verb+Neg+Narr+A3sg
bilmediği	bil+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
önemsenmediği	önemse+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
konuşmuyor	konuş+Verb+Neg+Prog1+A3sg
affetmeyecektir	affet+Verb+Neg+Fut+A3sg+Cop
yansıtılmamıştı	yansı+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Narr+Past+A3sg
anlamamazlıktan	anla+Verb+Neg^DB+Noun+NotState+A3sg+Pnon+Abl
unutulmamalıdır	unut+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
değişmediyse	değiş+Verb+Neg+Past+Cond+A3sg
olamadılar	ol+Verb^DB+Verb+Able+Neg+Past+A3pl
gelmediği	gel+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
çekmeyecek	çek+Verb+Neg+Fut+A3sg
etmeyenler	et+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
sağlamayacağını	sağla+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
alınmamalarının	al+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3pl+P3sg+Gen
yazılmasın	yaz+Verb^DB+Verb+Pass+Neg+Imp+A3sg
olmadığının	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Gen
bulmadı	bul+Verb+Neg+Past+A3sg
vermemesi	ver+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
katılmıyorum	kat+Verb^DB+Verb+Pass+Neg+Prog1+A1sg
vazgeçilmemelidir	vazgeç+Verb^DB+Verb+Pass+Neg+Neces+A3sg+Cop
yasaklanmadığını	yasakla+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
sayılmamalı	say+Verb^DB+Verb+Pass+Neg+Neces+A3sg
girmeyelim	gir+Verb+Neg+Opt+A1pl
bulmamaktadır	bul+Verb+Neg+Prog2+A3sg+Cop
değiştirmemek	değiş+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
olamıyor	ol+Verb^DB+Verb+Able+Neg+Prog1+A3sg
geçememeleri	geç+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
görülmeyecektir	gör+Verb^DB+Verb+Pass+Neg+Fut+A3sg+Cop
değişmezse	değiş+Verb+Neg+Aor+Cond+A3sg
süremeyiz	sür+Verb^DB+Verb+Able+Neg+Aor+A1pl
istemedikleri	iste+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
istemeyenlerin	iste+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
olmadığıdır	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom^DB+Verb+Zero+Pres+A3sg+Cop
bulunmayacağına	bul+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
alamayacağı	al+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
oluşturamaması	oluş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
inanmadığını	inan+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
söylenemeyeceğini	söyle+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
katılmayacaklarını	kat+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
olmam	ol+Verb+Neg+Aor+A1sg
kesmeyecek	kes+Verb+Neg+Fut+A3sg
yapılmıyorsa	yap+Verb^DB+Verb+Pass+Neg+Prog1+Cond+A3sg
katılmamanın	kat+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+Pnon+Gen
güvenmediğini	güven+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
azaltmazsanız	azal+Verb^DB+Verb+Caus+Neg+Aor+Cond+A2pl
azaltamazsınız	azal+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A2pl
anlamayan	anla+Verb+Neg^DB+Adj+PresPart
etmezse	et+Verb+Neg+Aor+Cond+A3sg
yapmazlarsa	yap+Verb+Neg+Aor+A3pl+Cond
sevmeyebilirsin	sev+Verb+Neg^DB+Verb+Able+Aor+A2sg
beğenmeyebilirsin	beğen+Verb+Neg^DB+Verb+Able+Aor+A2sg
vermezsen	ver+Verb+Neg+Aor+Cond+A2sg
çıkarmazsan	çık+Verb^DB+Verb+Caus+Neg+Aor+Cond+A2sg
olmasınlar	ol+Verb+Neg+Imp+A3pl
aldatmasın	aldat+Verb+Neg+Imp+A3sg
görmüyorlar	gör+Verb+Neg+Prog1+A3pl
yapamazlar	yap+Verb^DB+Verb+Able+Neg+Aor+A3pl
görmeyince	gör+Verb+Neg^DB+Adverb+When
yapmamak	yap+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
demedim	de+Verb+Neg+Past+A1sg
beklemezdim	bekle+Verb+Neg+Aor+Past+A1sg
söylememiştim	söyle+Verb+Neg+Narr+Past+A1sg
yakıştıramadım	yakış+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A1sg
çağırmayacağım	çağır+Verb+Neg+Fut+A1sg
kullanmıyormuş	kullan+Verb+Neg+Prog1+Narr+A3sg
konuşulmaz	konuş+Verb^DB+Verb+Pass+Neg+Aor+A3sg
bilmiyorlar	bil+Verb+Neg+Prog1+A3pl
çeviremezsin	çevir+Verb^DB+Verb+Able+Neg+Aor+A2sg
götüremezsin	götür+Verb^DB+Verb+Able+Neg+Aor+A2sg
bahsetmiyorsun	bahset+Verb+Neg+Prog1+A2sg
yummaz	yum+Verb+Neg+Aor+A3sg
tartışılmaz	tartış+Verb^DB+Verb+Pass+Neg+Aor+A3sg
hazırlamaz	hazırla+Verb+Neg+Aor+A3sg
açıklanamaz	açıkla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
konuşmayalım	konuş+Verb+Neg+Opt+A1pl
kalkmaz	kalk+Verb+Neg+Aor+A3sg
kaldıramadıkları	kaldır+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
geçmesin	geç+Verb+Neg+Imp+A3sg
varmamıştı	var+Verb+Neg+Narr+Past+A3sg
anlaşılmayan	anlaş+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
tanıyamadığınızı	tanı+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P2pl+Acc
göstermeyip	göster+Verb+Neg^DB+Adverb+AfterDoingSo
yapmayan	yap+Verb+Neg^DB+Adj+PresPart
anlaşılmadığından	anlaş+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Abl
bitirmiyorsunuz	bit+Verb^DB+Verb+Caus+Neg+Prog1+A2pl
dinlemediği	dinle+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
çalışmıyorlar	çalış+Verb+Neg+Prog1+A3pl
bakamadım	bak+Verb^DB+Verb+Able+Neg+Past+A1sg
olmayıp	ol+Verb+Neg^DB+Adverb+AfterDoingSo
uymadığınızı	uy+Verb+Neg^DB+Noun+PastPart+A3sg+P2pl+Acc
belirtmediğiniz	belir+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3sg+P2pl+Nom
vazgeçmedim	vazgeç+Verb+Neg+Past+A1sg
yetiştiremiyorum	yetiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A1sg
satmam	sat+Verb+Neg+Aor+A1sg
ölmesin	öl+Verb+Neg+Imp+A3sg
affetmez	affet+Verb+Neg+Aor+A3sg
değişmem	değiş+Verb+Neg+Aor+A1sg
etmemeliydiler	et+Verb+Neg+Neces+Past+A3pl
almamalıydı	al+Verb+Neg+Neces+Past+A3sg
affetmezdim	affet+Verb+Neg+Aor+Past+A1sg
vazgeçmezdim	vazgeç+Verb+Neg+Aor+Past+A1sg
değerlendirmemek	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
yaşamamak	yaşa+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
gitmesin	git+Verb+Neg+Imp+A3sg
özendirilmemesi	özen+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
almamalarını	al+Verb+Neg^DB+Noun+Inf2+A3sg+P3pl+Acc
eksilmez	eksil+Verb+Neg+Aor+A3sg
istememeleri	iste+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
olmayabileceğini	ol+Verb+Neg^DB+Verb+Able^DB+Noun+FutPart+A3sg+P3sg+Acc
görmese	gör+Verb+Neg+Desr+A3sg
almamaları	al+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
konuşmadığı	konuş+Verb+Neg^DB+Adj+PastPart+P3sg
alınmaması	alın+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
olmadıklarına	ol+Verb+Neg^DB+Noun+PastPart+A3sg+P3pl+Dat
doğrulanmadı	doğrula+Verb^DB+Verb+Pass+Neg+Past+A3sg
ödeyemedi	öde+Verb^DB+Verb+Able+Neg+Past+A3sg
suçlamadık	suçla+Verb+Neg+Past+A1pl
yansıtmıyor	yansı+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
yansıtmadığı	yansı+Verb^DB+Verb+Caus+Neg^DB+Adj+PastPart+P3sg
vurmadım	vur+Verb+Neg+Past+A1sg
söylemezdim	söyle+Verb+Neg+Aor+Past+A1sg
vermeyeceksin	ver+Verb+Neg+Fut+A2sg
söylemedik	söyle+Verb+Neg+Past+A1pl
giymemeniz	giy+Verb+Neg^DB+Noun+Inf2+A3sg+P2pl+Nom
doyamıyorum	doy+Verb^DB+Verb+Able+Neg+Prog1+A1sg
güvenmiyor	güven+Verb+Neg+Prog1+A3sg
satılmasın	sat+Verb^DB+Verb+Pass+Neg+Imp+A3sg
değişmedi	değiş+Verb+Neg+Past+A3sg
kazanamadım	kazan+Verb^DB+Verb+Able+Neg+Past+A1sg
ödeyemeyince	öde+Verb^DB+Verb+Able+Neg^DB+Adverb+When
veremez	ver+Verb^DB+Verb+Able+Neg+Aor+A3sg
tanımlanamaz	tanımla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A3sg
çağrıştırmıyor	çağrış+Verb^DB+Verb+Caus+Neg+Prog1+A3sg
hoşlanmadılar	hoşlan+Verb+Neg+Past+A3pl
sevmiyorsam	sev+Verb+Neg+Prog1+Cond+A1sg
dinlemem	dinle+Verb+Neg+Aor+A1sg
yargılamam	yargıla+Verb+Neg+Aor+A1sg
oluşmadığını	oluş+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
gitmediğim	git+Verb+Neg^DB+Adj+PastPart+P1sg
çalmadığım	çal+Verb+Neg^DB+Adj+PastPart+P1sg
giyemeyeceğin	giy+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P2sg+Nom
yapamayacağın	yap+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P2sg+Nom
tanımayan	tanı+Verb+Neg^DB+Adj+PresPart
giremediği	gir+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
durmayan	dur+Verb+Neg^DB+Adj+PresPart
çevirmediğine	çevir+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Dat
etkilemeyen	etkile+Verb+Neg^DB+Adj+PresPart
umursanmayan	umursa+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
hissedilmemesine	hisset+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
korumayan	koru+Verb+Neg^DB+Adj+PresPart
kesilmemeli	kes+Verb^DB+Verb+Pass+Neg+Neces+A3sg
yapmayacak	yap+Verb+Neg+Fut+A3sg
getirilmemesini	getir+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
tekrarlamayacağını	tekrarla+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
geçmezlerse	geç+Verb+Neg+Aor+A3pl+Cond
kalmayacağına	kal+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Dat
aramasın	ara+Verb+Neg+Imp+A3sg
yetinmeyin	yetin+Verb+Neg+Imp+A2pl
kalmamalıdır	kal+Verb+Neg+Neces+A3sg+Cop
katılmadı	kat+Verb^DB+Verb+Pass+Neg+Past+A3sg
getirememenin	getir+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Gen
yapamamış	yap+Verb^DB+Verb+Able+Neg+Narr+A3sg
bırakmadık	bırak+Verb+Neg+Past+A1pl
uymamıştır	uy+Verb+Neg+Narr+A3sg+Cop
uyamamıştır	uy+Verb^DB+Verb+Able+Neg+Narr+A3sg+Cop
faydalanamazsınız	fayda+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Able+Neg+Aor+A2pl
getirilmediğine	getir+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Dat
kapanmamalı	kapa+Verb^DB+Verb+Pass+Neg+Neces+A3sg
ekmeyeceğiz	ek+Verb+Neg+Fut+A1pl
verilmedi	ver+Verb^DB+Verb+Pass+Neg+Past+A3sg
bozmuyor	boz+Verb+Neg+Prog1+A3sg
kıpırdatmamış	kıpırda+Verb^DB+Verb+Caus+Neg+Narr+A3sg
